ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,local,eficiencia
2024,7/29/2024,20,Arena Condá, Paulo Cesar Zanovelli,17621.0,22540.0,grêmio,vasco da gama,Renato Gaúcho,Rafael Paiva,17.0,12.0,4300.0,3130.0,30.4,28.7,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2024,7/18/2024,17,Estádio Antonio Accioly, Matheus Delgado Candançan,12089.0,13000.0,atlético-go,vasco da gama,Vagner Mancini,Rafael Paiva,19.0,11.0,1020.0,3080.0,27.1,27.7,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,fora,
2024,7/21/2024,18,Arena MRV, Raphael Claus,42353.0,,atlético-mg,vasco da gama,Gabriel Milito,Rafael Paiva,8.0,12.0,5330.0,3080.0,29.1,27.7,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2024,7/7/2024,15,Estádio Beira-Rio, Gustavo Ervino Bauermann,41693.0,50848.0,internacional,vasco da gama,Eduardo Coudet,Rafael Paiva,9.0,14.0,2150.0,2345.0,29.6,26.2,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,fora,
2024,7/11/2024,16,Estádio São Januário, Rafael Rodrigo Klein,23307.0,24584.0,vasco da gama,corinthians,Rafael Paiva,Raphael Laruccia,13.0,17.0,3080.0,5200.0,27.7,25.2,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2024,8/4/2024,21,Estádio São Januário, Gustavo Ervino Bauermann,17938.0,24584.0,vasco da gama,rb bragantino,Rafael Paiva,Pedro Caixinha,12.0,13.0,2408.0,2750.0,28.9,23.6,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,empate,casa,
2024,9/29/2024,28,Estádio Governador Magalhães Pinto, Matheus Delgado Candançan,56331.0,61927.0,cruzeiro,vasco da gama,Eduardo Barros,Rafael Paiva,8.0,9.0,4180.0,3805.0,27.9,27.9,1.0,1.0,0.0,1.0,11.0,4.0,7.0,6.0,6.0,6.0,3.0,5.0,1.0,0.0,15.0,13.0,8.0,6.0,empate,fora,0.07692307692307693
2024,5/12/2024,6,Estádio São Januário, Raphael Claus,11084.0,24584.0,vasco da gama,ec vitória,Rafael Paiva,Léo Condé,15.0,19.0,3085.0,1250.0,29.5,26.7,2.0,1.0,0.0,0.0,4.0,4.0,12.0,12.0,12.0,12.0,4.0,6.0,1.0,0.0,17.0,13.0,3.0,5.0,vitoria,casa,0.11764705882352941
2024,6/29/2024,13,Estádio São Januário, Ramon Abatti,16121.0,24584.0,vasco da gama,botafogo,Rafael Paiva,Artur Jorge,16.0,3.0,2660.0,3145.0,27.1,29.7,1.0,1.0,0.0,0.0,0.0,5.0,13.0,23.0,20.0,12.0,5.0,1.0,0.0,0.0,10.0,13.0,6.0,4.0,empate,casa,0.1
2024,6/27/2024,12,Arena Fonte Nova, João Vitor Gobi,38318.0,47364.0,ec bahia,vasco da gama,Rogério Ceni,Rafael Paiva,2.0,16.0,3795.0,2830.0,28.4,27.2,2.0,1.0,1.0,1.0,7.0,0.0,14.0,15.0,13.0,14.0,2.0,6.0,4.0,1.0,17.0,9.0,6.0,6.0,derrota,fora,0.1111111111111111
2024,9/15/2024,26,Estádio Jornalista Mário Filho, Raphael Claus,65200.0,78838.0,flamengo,vasco da gama,Tite,Rafael Paiva,4.0,9.0,6350.0,3000.0,29.5,29.9,1.0,1.0,0.0,0.0,5.0,6.0,10.0,10.0,10.0,8.0,1.0,2.0,3.0,1.0,17.0,9.0,9.0,3.0,empate,fora,0.1111111111111111
2024,6/14/2024,8,Allianz Parque, Ramon Abatti,37641.0,43713.0,palmeiras,vasco da gama,Abel Ferreira,Álvaro Pacheco,8.0,15.0,8070.0,2695.0,27.4,29.2,2.0,0.0,1.0,0.0,10.0,6.0,10.0,14.0,13.0,10.0,2.0,4.0,1.0,1.0,28.0,9.0,13.0,6.0,derrota,fora,0.0
2024,10/17/2024,30,Estádio Brinco de Ouro da Princesa, Davi de Oliveira Lacerda,15497.0,32039.0,são paulo,vasco da gama,Luis Zubeldía,Rafael Paiva,5.0,10.0,2685.0,3380.0,29.4,29.4,3.0,0.0,1.0,0.0,3.0,5.0,8.0,6.0,6.0,8.0,3.0,4.0,1.0,1.0,14.0,9.0,6.0,4.0,derrota,fora,0.0
2024,8/18/2024,23,Estádio Heriberto Hülse, Paulo Cesar Zanovelli,18403.0,19225.0,criciúma ec,vasco da gama,Cláudio Tencati,Rafael Paiva,11.0,10.0,620.0,3780.0,31.2,26.7,2.0,2.0,1.0,2.0,9.0,10.0,15.0,7.0,5.0,15.0,2.0,6.0,4.0,1.0,19.0,13.0,10.0,5.0,empate,fora,0.15384615384615385
2024,4/14/2024,1,Estádio São Januário, Flavio Rodrigues de Souza,18055.0,24584.0,vasco da gama,grêmio,Ramón Díaz,Renato Gaúcho,6.0,17.0,2545.0,4110.0,28.3,28.9,2.0,1.0,2.0,0.0,3.0,5.0,19.0,10.0,10.0,18.0,1.0,1.0,1.0,1.0,15.0,9.0,7.0,5.0,vitoria,casa,0.13333333333333333
2024,6/2/2024,7,Estádio Jornalista Mário Filho, Braulio da Silva Machado,62228.0,78584.0,vasco da gama,flamengo,Álvaro Pacheco,Tite,15.0,1.0,3545.0,10110.0,28.2,29.0,1.0,6.0,1.0,3.0,1.0,8.0,18.0,6.0,5.0,18.0,12.0,1.0,1.0,1.0,2.0,30.0,0.0,4.0,derrota,casa,0.5
2024,7/4/2024,14,Estádio São Januário, Matheus Delgado Candançan,14384.0,24584.0,vasco da gama,fortaleza,Rafael Paiva,Juan Pablo Vojvoda,14.0,11.0,2780.0,1340.0,29.1,31.2,2.0,0.0,1.0,0.0,7.0,3.0,21.0,12.0,12.0,21.0,4.0,7.0,2.0,1.0,19.0,10.0,5.0,4.0,vitoria,casa,0.10526315789473684
2024,10/25/2024,19,Estádio São Januário, Wilton Sampaio,16696.0,24584.0,vasco da gama,cuiabá-mt,Rafael Paiva,Bernardo Franco,11.0,16.0,3105.0,1745.0,27.5,29.7,1.0,0.0,0.0,0.0,3.0,2.0,16.0,14.0,13.0,15.0,2.0,1.0,0.0,1.0,13.0,13.0,4.0,10.0,vitoria,casa,0.07692307692307693
2024,8/11/2024,22,Estádio Olímpico Nilton Santos, Anderson Daronco,20003.0,44584.0,vasco da gama,fluminense,Rafael Paiva,Mano Menezes,11.0,16.0,2130.0,5535.0,29.8,30.2,2.0,0.0,1.0,0.0,6.0,3.0,23.0,12.0,11.0,23.0,3.0,1.0,2.0,1.0,8.0,12.0,3.0,9.0,vitoria,casa,0.25
2024,8/27/2024,24,Estádio São Januário, Jonathan Benkenstein Pinheiro,16775.0,24584.0,vasco da gama,athletico-pr,Rafael Paiva,Martín Varini,8.0,11.0,2980.0,2820.0,28.5,26.9,2.0,1.0,0.0,1.0,4.0,5.0,10.0,11.0,11.0,9.0,3.0,2.0,4.0,1.0,7.0,9.0,1.0,4.0,vitoria,casa,0.2857142857142857
2024,10/6/2024,29,Estádio São Januário, Caio Max Augusto Vieira,18036.0,24584.0,vasco da gama,juventude,Rafael Paiva,Jair Ventura,9.0,15.0,3300.0,920.0,29.0,28.8,1.0,1.0,1.0,1.0,3.0,6.0,14.0,13.0,13.0,14.0,4.0,2.0,3.0,1.0,16.0,17.0,6.0,7.0,empate,casa,0.0625
2024,9/1/2024,25,Estádio Manoel Barradas, Luiz Flávio de Oliveira ,20923.0,30618.0,ec vitória,vasco da gama,Thiago Carpini,Rafael Paiva,18.0,8.0,1218.0,3550.0,28.7,27.3,0.0,1.0,0.0,0.0,10.0,3.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,2.0,21.0,9.0,9.0,2.0,vitoria,fora,0.1111111111111111
2024,4/27/2024,4,Estádio São Januário, Caio Max Augusto Vieira,17124.0,24584.0,vasco da gama,criciúma ec,Ramón Díaz,Cláudio Tencati,17.0,10.0,3015.0,575.0,28.4,31.3,0.0,4.0,0.0,1.0,5.0,4.0,13.0,7.0,7.0,13.0,6.0,5.0,0.0,2.0,21.0,17.0,8.0,5.0,derrota,casa,0.0
2024,9/22/2024,27,Estádio Nacional de Brasília Mané Garrincha, Rafael Rodrigo Klein,25755.0,72788.0,vasco da gama,palmeiras,Rafael Paiva,Abel Ferreira,10.0,2.0,3300.0,9550.0,28.7,26.9,0.0,1.0,0.0,1.0,5.0,5.0,8.0,14.0,14.0,8.0,2.0,3.0,0.0,2.0,10.0,14.0,6.0,8.0,derrota,casa,0.0
2024,5/5/2024,5,Ligga Arena, Anderson Daronco,31192.0,42372.0,athletico-pr,vasco da gama,Cuca,Rafael Paiva,1.0,17.0,4065.0,2225.0,26.6,28.7,1.0,0.0,1.0,0.0,6.0,5.0,11.0,9.0,9.0,11.0,2.0,6.0,3.0,3.0,26.0,7.0,13.0,6.0,derrota,fora,0.0
2024,4/18/2024,2,Estádio Nabi Abi Chedid, Paulo Cesar Zanovelli,5532.0,15010.0,rb bragantino,vasco da gama,Pedro Caixinha,Ramón Díaz,4.0,11.0,2260.0,2995.0,24.1,27.4,2.0,1.0,1.0,0.0,4.0,6.0,14.0,15.0,14.0,12.0,2.0,3.0,0.0,3.0,17.0,13.0,9.0,8.0,derrota,fora,0.07692307692307693
2024,6/16/2024,9,Estádio São Januário, Rafael Rodrigo Klein,11275.0,24584.0,vasco da gama,cruzeiro,Álvaro Pacheco,Fernando Seabra,16.0,10.0,1915.0,2565.0,28.6,27.3,0.0,0.0,0.0,0.0,5.0,5.0,11.0,11.0,10.0,11.0,2.0,4.0,0.0,3.0,14.0,8.0,7.0,3.0,empate,casa,0.0
2024,4/20/2024,3,Estádio Jornalista Mário Filho, Wilton Sampaio,25842.0,82238.0,fluminense,vasco da gama,Fernando Diniz,Ramón Díaz,10.0,15.0,5685.0,2525.0,32.0,28.3,2.0,1.0,1.0,0.0,2.0,7.0,16.0,17.0,17.0,15.0,4.0,6.0,1.0,4.0,11.0,21.0,2.0,8.0,derrota,fora,0.047619047619047616
2023,8/6/2023,18,Estádio São Januário,Luiz Flávio de Oliveira ,0.0,24584.0,vasco da gama,grêmio,Ramón Díaz,Renato Portaluppi,18.0,4.0,3630.0,3560.0,25.9,28.6,1.0,0.0,0.0,0.0,5.0,7.0,19.0,17.0,17.0,19.0,3.0,4.0,1.0,1.0,11.0,12.0,4.0,4.0,vitoria,casa,0.09090909090909091
2023,10/7/2023,26,Estádio São Januário,Braulio da Silva Machado,20690.0,24584.0,vasco da gama,são paulo,Ramón Díaz,Dorival Júnior,17.0,10.0,2915.0,3750.0,26.6,27.5,0.0,0.0,0.0,0.0,7.0,3.0,15.0,7.0,5.0,14.0,4.0,2.0,3.0,1.0,11.0,12.0,6.0,6.0,empate,casa,0.0
2023,10/19/2023,27,Estádio São Januário,Leandro Pedro Vuaden,20255.0,24584.0,vasco da gama,fortaleza,Ramón Díaz,Juan Pablo Vojvoda,16.0,8.0,2995.0,1495.0,27.5,29.4,1.0,0.0,0.0,0.0,6.0,6.0,7.0,9.0,8.0,6.0,4.0,8.0,1.0,1.0,18.0,12.0,7.0,6.0,vitoria,casa,0.05555555555555555
2023,11/6/2023,32,Estádio São Januário,Leandro Pedro Vuaden,21043.0,24584.0,vasco da gama,botafogo,Ramón Díaz,Lúcio Flávio,17.0,1.0,2345.0,2060.0,27.4,30.6,1.0,0.0,1.0,0.0,4.0,4.0,23.0,13.0,13.0,20.0,2.0,2.0,2.0,2.0,9.0,12.0,5.0,2.0,vitoria,casa,0.1111111111111111
2023,7/2/2023,13,Estádio Olímpico Nilton Santos,Raphael Claus,38798.0,46931.0,botafogo,vasco da gama,Cláudio Caçapa,William Batista,1.0,18.0,2550.0,3570.0,28.7,25.4,2.0,0.0,0.0,0.0,4.0,8.0,10.0,15.0,15.0,9.0,4.0,4.0,0.0,1.0,16.0,12.0,5.0,6.0,derrota,fora,0.0
2023,12/3/2023,37,Arena do Grêmio,Ramon Abatti,50481.0,60540.0,grêmio,vasco da gama,Renato Portaluppi,Ramón Díaz,4.0,16.0,3060.0,2835.0,29.0,27.0,1.0,0.0,0.0,0.0,5.0,6.0,18.0,12.0,12.0,18.0,1.0,4.0,1.0,2.0,13.0,8.0,4.0,4.0,derrota,fora,0.0
2023,11/25/2023,35,Ligga Arena,Anderson Daronco,22056.0,42372.0,athletico-pr,vasco da gama,Wesley Carvalho,Ramón Díaz,8.0,16.0,3220.0,2395.0,28.1,28.0,0.0,0.0,0.0,0.0,5.0,1.0,15.0,19.0,17.0,15.0,2.0,4.0,2.0,2.0,18.0,8.0,12.0,3.0,empate,fora,0.0
2023,6/27/2023,12,Estádio Luso Brasileiro,Rafael Rodrigo Klein,0.0,5000.0,vasco da gama,cuiabá-mt,William Batista,Toni Oliveira,18.0,16.0,3090.0,790.0,24.9,28.9,1.0,0.0,0.0,0.0,4.0,6.0,18.0,13.0,12.0,17.0,3.0,1.0,3.0,5.0,9.0,14.0,4.0,6.0,vitoria,casa,0.1111111111111111
2023,5/27/2023,8,Estádio Governador Plácido Castelo,Edina Alves Batista,37625.0,60326.0,fortaleza,vasco da gama,Juan Pablo Vojvoda,Maurício Barbieri,9.0,18.0,1370.0,2770.0,29.5,25.3,2.0,0.0,0.0,0.0,9.0,5.0,11.0,15.0,15.0,10.0,1.0,5.0,3.0,3.0,15.0,11.0,5.0,2.0,derrota,fora,0.0
2023,8/27/2023,21,Allianz Parque,Wilton Sampaio,40292.0,43713.0,palmeiras,vasco da gama,Abel Ferreira,Ramón Díaz,2.0,18.0,9200.0,2595.0,28.0,27.9,1.0,0.0,0.0,0.0,9.0,2.0,20.0,14.0,14.0,19.0,2.0,4.0,2.0,1.0,13.0,4.0,8.0,2.0,derrota,fora,0.0
2023,10/22/2023,28,Estádio Jornalista Mário Filho,Raphael Claus,69473.0,78838.0,flamengo,vasco da gama,Tite,Ramón Díaz,3.0,17.0,9300.0,2740.0,27.4,28.2,1.0,0.0,0.0,0.0,7.0,8.0,10.0,15.0,15.0,10.0,7.0,4.0,1.0,1.0,10.0,17.0,2.0,4.0,derrota,fora,0.0
2023,8/20/2023,20,Estádio Jornalista Mário Filho,Braulio da Silva Machado,53540.0,78584.0,vasco da gama,atlético-mg,Ramón Díaz,Luiz Felipe Scolari,18.0,11.0,2910.0,4220.0,27.2,29.8,1.0,0.0,1.0,0.0,3.0,7.0,20.0,14.0,14.0,19.0,5.0,2.0,1.0,0.0,16.0,10.0,9.0,4.0,vitoria,casa,0.0625
2023,9/3/2023,22,Arena Fonte Nova,Ramon Abatti,46705.0,47364.0,ec bahia,vasco da gama,Renato Paiva,Ramón Díaz,16.0,18.0,2415.0,2795.0,29.1,28.2,1.0,1.0,1.0,0.0,6.0,0.0,22.0,17.0,16.0,20.0,0.0,2.0,2.0,2.0,11.0,6.0,4.0,4.0,empate,fora,0.16666666666666666
2023,5/2/2023,3,Estádio São Januário,Flavio Rodrigues de Souza,19223.0,24584.0,vasco da gama,ec bahia,Maurício Barbieri,Renato Paiva,9.0,16.0,5020.0,2225.0,25.3,27.0,0.0,1.0,0.0,1.0,7.0,6.0,19.0,19.0,18.0,18.0,5.0,6.0,5.0,0.0,15.0,12.0,6.0,4.0,derrota,casa,0.0
2023,5/14/2023,6,Estádio São Januário,Rodrigo Jose Pereira de Lima,19108.0,24584.0,vasco da gama,santos,Maurício Barbieri,Odair Hellmann,16.0,7.0,3490.0,2940.0,24.5,25.6,0.0,1.0,0.0,1.0,14.0,1.0,14.0,12.0,12.0,14.0,0.0,9.0,0.0,3.0,23.0,6.0,10.0,3.0,derrota,casa,0.0
2023,6/23/2023,11,Estádio São Januário,Jean Pierre Goncalves Lima,17647.0,24584.0,vasco da gama,goiás,Maurício Barbieri,Armando Evangelista,19.0,17.0,3610.0,1030.0,23.9,28.2,0.0,1.0,0.0,0.0,8.0,2.0,20.0,24.0,19.0,17.0,0.0,4.0,4.0,3.0,21.0,8.0,10.0,6.0,derrota,casa,0.0
2023,7/8/2023,14,Estádio São Januário,Savio Pereira Sampaio,0.0,24584.0,vasco da gama,cruzeiro,William Batista,Pepa,19.0,9.0,2400.0,1690.0,25.3,27.1,0.0,1.0,0.0,1.0,4.0,6.0,7.0,18.0,17.0,7.0,4.0,1.0,3.0,1.0,9.0,7.0,7.0,0.0,derrota,casa,0.0
2023,9/22/2023,24,Estádio São Januário,Flavio Rodrigues de Souza,20321.0,24584.0,vasco da gama,coritiba fc,Ramón Díaz,Thiago Kosloski,15.0,20.0,2800.0,1515.0,28.8,29.4,5.0,1.0,2.0,0.0,6.0,0.0,10.0,15.0,14.0,10.0,2.0,7.0,1.0,2.0,19.0,8.0,3.0,4.0,vitoria,casa,0.2631578947368421
2023,11/12/2023,34,Estádio São Januário,Savio Pereira Sampaio,19478.0,24584.0,vasco da gama,américa-mg,,,15.0,20.0,2345.0,730.0,28.7,30.0,2.0,1.0,1.0,1.0,7.0,8.0,13.0,12.0,11.0,11.0,5.0,4.0,0.0,0.0,17.0,16.0,8.0,5.0,vitoria,casa,0.11764705882352941
2023,12/7/2023,38,Estádio São Januário,Wilton Sampaio,20037.0,24584.0,vasco da gama,rb bragantino,Ramón Díaz,Pedro Caixinha,15.0,6.0,3075.0,4030.0,28.8,25.4,2.0,1.0,1.0,0.0,2.0,3.0,8.0,14.0,11.0,7.0,1.0,4.0,0.0,1.0,13.0,9.0,4.0,3.0,vitoria,casa,0.15384615384615385
2023,7/29/2023,17,Neo Química Arena ,Leandro Pedro Vuaden,0.0,49205.0,corinthians,vasco da gama,Vanderlei Luxemburgo,Ramón Díaz,14.0,19.0,4690.0,3690.0,28.7,26.3,3.0,1.0,1.0,0.0,0.0,6.0,12.0,11.0,10.0,12.0,4.0,3.0,0.0,0.0,12.0,23.0,3.0,13.0,derrota,fora,0.043478260869565216
2023,5/12/2023,5,Estádio Major Antônio Couto Pereira,Ramon Abatti,20880.0,40502.0,coritiba fc,vasco da gama,Antônio Carlos Zago,Maurício Barbieri,19.0,14.0,1640.0,4970.0,27.6,25.5,1.0,1.0,1.0,0.0,5.0,5.0,22.0,15.0,13.0,18.0,1.0,4.0,1.0,3.0,10.0,6.0,4.0,3.0,empate,fora,0.16666666666666666
2023,5/7/2023,4,Estádio Jornalista Mário Filho,Wilton Sampaio,39850.0,82238.0,fluminense,vasco da gama,Fernando Diniz,Maurício Barbieri,6.0,11.0,3745.0,4970.0,30.9,25.5,1.0,1.0,0.0,1.0,9.0,1.0,12.0,19.0,18.0,10.0,0.0,8.0,1.0,1.0,23.0,8.0,10.0,5.0,empate,fora,0.125
2023,10/1/2023,25,Estádio Urbano Caldeira,Anderson Daronco,8342.0,20120.0,santos,vasco da gama,Marcelo Fernandes,Ramón Díaz,15.0,17.0,4060.0,3230.0,27.2,26.6,4.0,1.0,3.0,1.0,5.0,11.0,19.0,12.0,12.0,19.0,4.0,1.0,4.0,2.0,17.0,13.0,5.0,6.0,derrota,fora,0.07692307692307693
2023,8/15/2023,19,Estádio Nabi Abi Chedid,Anderson Daronco,5553.0,13212.0,rb bragantino,vasco da gama,Pedro Caixinha,Ramón Díaz,5.0,18.0,3210.0,3030.0,24.6,26.6,1.0,1.0,1.0,1.0,7.0,6.0,12.0,17.0,16.0,12.0,3.0,6.0,0.0,3.0,24.0,8.0,11.0,2.0,empate,fora,0.125
2023,9/26/2023,15,Estádio Raimundo Sampaio,Ramon Abatti,8498.0,25000.0,américa-mg,vasco da gama,Fabián Bustos,Ramón Díaz,20.0,17.0,840.0,2800.0,29.8,28.8,0.0,1.0,0.0,0.0,3.0,8.0,16.0,15.0,15.0,16.0,2.0,7.0,1.0,2.0,18.0,15.0,8.0,7.0,vitoria,fora,0.06666666666666667
2023,10/29/2023,30,Estádio Serra Dourada,Flavio Rodrigues de Souza,12904.0,14525.0,goiás,vasco da gama,Armando Evangelista,Ramón Díaz,17.0,18.0,983.0,2545.0,28.5,29.8,1.0,1.0,0.0,0.0,7.0,2.0,17.0,12.0,11.0,17.0,1.0,6.0,0.0,1.0,18.0,5.0,3.0,2.0,empate,fora,0.2
2023,6/11/2023,10,Estádio Beira-Rio,Edina Alves Batista,18044.0,56000.0,internacional,vasco da gama,Mano Menezes,Maurício Barbieri,10.0,19.0,3400.0,2850.0,29.0,25.1,2.0,1.0,2.0,1.0,7.0,6.0,13.0,21.0,20.0,12.0,4.0,1.0,0.0,4.0,11.0,14.0,5.0,6.0,derrota,fora,0.07142857142857142
2023,9/16/2023,23,Estádio Olímpico Nilton Santos,Raphael Claus,35850.0,38659.0,vasco da gama,fluminense,Ramón Díaz,Fernando Diniz,17.0,6.0,2975.0,5240.0,27.2,28.8,4.0,2.0,1.0,0.0,4.0,11.0,12.0,7.0,7.0,12.0,6.0,0.0,0.0,1.0,9.0,19.0,4.0,6.0,vitoria,casa,0.4444444444444444
2023,7/23/2023,16,Estádio São Januário,Paulo Cesar Zanovelli,0.0,24584.0,vasco da gama,athletico-pr,Ramón Díaz,Wesley Carvalho,19.0,5.0,2955.0,5300.0,25.4,25.7,0.0,2.0,0.0,0.0,8.0,2.0,19.0,21.0,21.0,19.0,0.0,2.0,2.0,1.0,18.0,9.0,10.0,6.0,derrota,casa,0.0
2023,10/27/2023,29,Estádio São Januário,Luiz Flávio de Oliveira ,20098.0,24584.0,vasco da gama,internacional,Ramón Díaz,Eduardo Coudet,18.0,11.0,2740.0,4945.0,28.2,29.5,1.0,2.0,0.0,1.0,7.0,1.0,17.0,14.0,13.0,17.0,3.0,4.0,1.0,3.0,15.0,9.0,7.0,2.0,derrota,casa,0.06666666666666667
2023,5/20/2023,7,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,57399.0,72039.0,são paulo,vasco da gama,Dorival Júnior,Maurício Barbieri,8.0,17.0,3410.0,3490.0,26.8,24.5,4.0,2.0,2.0,1.0,3.0,9.0,9.0,16.0,15.0,8.0,2.0,3.0,0.0,1.0,15.0,17.0,4.0,6.0,derrota,fora,0.11764705882352941
2023,4/16/2023,1,Estádio Governador Magalhães Pinto,Raphael Claus,34980.0,57483.0,atlético-mg,vasco da gama,Eduardo Coudet,Maurício Barbieri,16.0,8.0,4650.0,4970.0,28.5,25.4,1.0,2.0,1.0,2.0,14.0,3.0,15.0,10.0,9.0,15.0,1.0,9.0,2.0,2.0,26.0,7.0,7.0,1.0,vitoria,fora,0.2857142857142857
2023,11/2/2023,31,Arena Pantanal,Ramon Abatti,27604.0,42968.0,cuiabá-mt,vasco da gama,Toni Oliveira,Ramón Díaz,11.0,17.0,1020.0,2745.0,27.7,26.5,0.0,2.0,0.0,0.0,5.0,1.0,13.0,10.0,9.0,11.0,1.0,2.0,0.0,2.0,13.0,10.0,6.0,6.0,vitoria,fora,0.2
2023,11/22/2023,33,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,0.0,61927.0,cruzeiro,vasco da gama,Paulo Autuori,Ramón Díaz,14.0,16.0,2455.0,2605.0,28.0,28.4,2.0,2.0,2.0,1.0,7.0,5.0,12.0,9.0,8.0,12.0,2.0,2.0,3.0,6.0,14.0,9.0,7.0,5.0,empate,fora,0.2222222222222222
2023,4/23/2023,2,Estádio Jornalista Mário Filho,Rafael Rodrigo Klein,59867.0,78584.0,vasco da gama,palmeiras,Maurício Barbieri,Abel Ferreira,5.0,4.0,4970.0,6720.0,25.5,26.6,2.0,2.0,2.0,1.0,2.0,5.0,19.0,15.0,14.0,18.0,5.0,1.0,0.0,0.0,11.0,13.0,4.0,5.0,empate,casa,0.18181818181818182
2023,11/29/2023,36,Estádio São Januário,Savio Pereira Sampaio,20577.0,24584.0,vasco da gama,corinthians,Ramón Díaz,Mano Menezes,16.0,13.0,2810.0,3600.0,28.9,30.0,2.0,4.0,2.0,2.0,8.0,3.0,9.0,5.0,4.0,9.0,1.0,6.0,0.0,1.0,20.0,14.0,7.0,3.0,derrota,casa,0.1
2023,6/6/2023,9,Estádio Jornalista Mário Filho,Braulio da Silva Machado,46423.0,82584.0,vasco da gama,flamengo,Maurício Barbieri,Jorge Sampaoli,19.0,5.0,3760.0,8470.0,26.2,26.1,1.0,4.0,0.0,4.0,4.0,0.0,13.0,18.0,18.0,13.0,1.0,4.0,2.0,0.0,13.0,10.0,7.0,4.0,derrota,casa,0.07692307692307693
2020,12/6/2020,24,Arena do Grêmio,Raphael Claus,0.0,60540.0,grêmio,vasco da gama,Renato Gaúcho,Ricardo Sá Pinto,7.0,17.0,43000000.0,20130000.0,30.4,27.0,4.0,0.0,1.0,0.0,5.0,3.0,9.0,8.0,8.0,8.0,3.0,5.0,1.0,1.0,22.0,6.0,9.0,2.0,derrota,fora,0.0
2020,10/8/2020,14,Estádio Governador Roberto Santos,Jean Pierre Goncalves Lima,0.0,30000.0,ec bahia,vasco da gama,Mano Menezes,Ramon Menezes,16.0,8.0,11700000.0,21100000.0,29.1,26.8,3.0,0.0,3.0,0.0,4.0,6.0,18.0,15.0,14.0,16.0,1.0,3.0,0.0,1.0,13.0,10.0,3.0,6.0,derrota,fora,0.0
2020,2/5/2021,34,Estádio Jornalista Mário Filho,Raphael Claus,0.0,78838.0,flamengo,vasco da gama,Rogério Ceni,Vanderlei Luxemburgo,2.0,14.0,73550000.0,17850000.0,29.0,27.5,2.0,0.0,1.0,0.0,7.0,5.0,19.0,15.0,14.0,19.0,3.0,4.0,0.0,1.0,17.0,6.0,4.0,2.0,derrota,fora,0.0
2020,8/21/2020,4,Estádio Governador Plácido Castelo,Thiago Duarte Peixoto,0.0,60326.0,ceará sc,vasco da gama,Guto Ferreira,Ramon Menezes,17.0,3.0,5930000.0,17530000.0,29.2,27.2,0.0,3.0,0.0,0.0,13.0,2.0,18.0,14.0,13.0,18.0,1.0,2.0,1.0,2.0,22.0,5.0,9.0,0.0,vitoria,fora,0.6
2020,2/10/2021,35,Estádio Governador Plácido Castelo,Braulio da Silva Machado,0.0,60326.0,fortaleza,vasco da gama,Enderson Moreira,Vanderlei Luxemburgo,15.0,16.0,6750000.0,12800000.0,28.7,26.2,3.0,0.0,2.0,0.0,5.0,7.0,15.0,14.0,13.0,15.0,1.0,4.0,1.0,1.0,17.0,12.0,5.0,5.0,derrota,fora,0.0
2020,8/30/2020,6,Estádio Jornalista Mário Filho,Braulio da Silva Machado,0.0,82238.0,fluminense,vasco da gama,Odair Hellmann,Ramon Menezes,8.0,2.0,19580000.0,17600000.0,25.8,27.9,2.0,1.0,1.0,0.0,2.0,4.0,19.0,16.0,16.0,15.0,3.0,1.0,1.0,1.0,12.0,9.0,6.0,3.0,derrota,fora,0.1111111111111111
2020,2/21/2021,37,Neo Química Arena,Anderson Daronco,0.0,49205.0,corinthians,vasco da gama,Vágner Mancini,Vanderlei Luxemburgo,10.0,17.0,25400000.0,23150000.0,28.6,27.9,0.0,0.0,0.0,0.0,7.0,4.0,23.0,18.0,14.0,22.0,0.0,4.0,1.0,6.0,14.0,8.0,3.0,6.0,empate,fora,0.0
2020,9/20/2020,11,Estádio Major Antônio Couto Pereira,Luiz Flávio de Oliveira,0.0,37182.0,coritiba fc,vasco da gama,,,18.0,3.0,,,,,1.0,0.0,0.0,0.0,6.0,6.0,14.0,15.0,15.0,14.0,3.0,1.0,3.0,0.0,11.0,11.0,5.0,5.0,derrota,fora,0.0
